Estación,Variable,Mes,Valor,nombre_original,provincia,altura,nro,oaci,latitud,longitud,region
malargue_aero,temperatura_c,ene,20.6,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,temperatura_maxima_c,ene,29.1,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,temperatura_minima_c,ene,11.6,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,humedad_relativa_porcentaje,ene,43.8,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,velocidad_viento_kmh,ene,10.4,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,nubosidad_octavos,ene,2.6,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,precipitacion_mm,ene,22.7,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
malargue_aero,frecuencia_dias_precipitacion_gt_1mm,ene,3.0,MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Cuyo
san_rafael_aero,temperatura_c,ene,23.8,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,temperatura_maxima_c,ene,31.8,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,temperatura_minima_c,ene,15.8,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,humedad_relativa_porcentaje,ene,50.0,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,velocidad_viento_kmh,ene,10.9,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,nubosidad_octavos,ene,2.5,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,precipitacion_mm,ene,54.2,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
san_rafael_aero,frecuencia_dias_precipitacion_gt_1mm,ene,5.4,SAN RAFAEL AERO,MENDOZA,748.0,87509.0,SAMR,-34.583333333333336,-68.4,Cuyo
general_pico_aero,temperatura_c,ene,23.8,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,temperatura_maxima_c,ene,30.9,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,temperatura_minima_c,ene,17.1,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,humedad_relativa_porcentaje,ene,63.6,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,velocidad_viento_kmh,ene,,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,nubosidad_octavos,ene,3.1,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,precipitacion_mm,ene,106.6,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
general_pico_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.3,GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,
laboulaye_aero,temperatura_c,ene,23.2,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,temperatura_maxima_c,ene,30.4,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,temperatura_minima_c,ene,16.9,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,humedad_relativa_porcentaje,ene,69.9,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,velocidad_viento_kmh,ene,10.9,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,nubosidad_octavos,ene,3.0,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,precipitacion_mm,ene,130.0,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
laboulaye_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.5,LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Pampeana
pehuajo_aero,temperatura_c,ene,23.0,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,temperatura_maxima_c,ene,29.8,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,temperatura_minima_c,ene,16.2,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,humedad_relativa_porcentaje,ene,68.0,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,velocidad_viento_kmh,ene,,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,nubosidad_octavos,ene,3.4,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,precipitacion_mm,ene,116.0,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
pehuajo_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.5,PEHUAJO AERO,BUENOS AIRES,87.0,87544.0,SAZP,-35.833333333333336,-61.85,
junin_aero,temperatura_c,ene,23.0,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,temperatura_maxima_c,ene,29.8,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,temperatura_minima_c,ene,16.5,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,humedad_relativa_porcentaje,ene,69.6,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,velocidad_viento_kmh,ene,14.4,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,nubosidad_octavos,ene,3.2,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,precipitacion_mm,ene,129.2,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
junin_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.1,JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,
nueve_de_julio,temperatura_c,ene,23.3,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,temperatura_maxima_c,ene,30.5,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,temperatura_minima_c,ene,16.8,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,humedad_relativa_porcentaje,ene,65.0,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,velocidad_viento_kmh,ene,9.2,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,nubosidad_octavos,ene,3.2,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,precipitacion_mm,ene,121.9,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
nueve_de_julio,frecuencia_dias_precipitacion_gt_1mm,ene,7.2,NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,
san_fernando_aero,temperatura_c,ene,24.6,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,temperatura_maxima_c,ene,29.5,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,temperatura_minima_c,ene,19.3,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,humedad_relativa_porcentaje,ene,66.0,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,velocidad_viento_kmh,ene,12.8,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,nubosidad_octavos,ene,3.0,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,precipitacion_mm,ene,114.4,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
san_fernando_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.9,SAN FERNANDO AERO,BUENOS AIRES,5.0,87553.0,SADF,-34.45,-58.583333333333336,
las_flores,temperatura_c,ene,22.6,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,temperatura_maxima_c,ene,29.7,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,temperatura_minima_c,ene,15.2,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,humedad_relativa_porcentaje,ene,69.3,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,velocidad_viento_kmh,ene,,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,nubosidad_octavos,ene,3.6,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,precipitacion_mm,ene,98.3,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
las_flores,frecuencia_dias_precipitacion_gt_1mm,ene,6.2,LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,
san_miguel,temperatura_c,ene,24.1,,,,,,,,
san_miguel,temperatura_maxima_c,ene,30.1,,,,,,,,
san_miguel,temperatura_minima_c,ene,18.7,,,,,,,,
san_miguel,humedad_relativa_porcentaje,ene,68.2,,,,,,,,
san_miguel,velocidad_viento_kmh,ene,,,,,,,,,
san_miguel,nubosidad_octavos,ene,3.5,,,,,,,,
san_miguel,precipitacion_mm,ene,116.2,,,,,,,,
san_miguel,frecuencia_dias_precipitacion_gt_1mm,ene,7.3,,,,,,,,
el_palomar_aero,temperatura_c,ene,24.1,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,temperatura_maxima_c,ene,,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,temperatura_minima_c,ene,,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,humedad_relativa_porcentaje,ene,66.7,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,velocidad_viento_kmh,ene,12.0,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,nubosidad_octavos,ene,3.2,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,precipitacion_mm,ene,115.9,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
el_palomar_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.6,EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,
ezeiza_aero,temperatura_c,ene,24.1,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,temperatura_maxima_c,ene,30.3,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,temperatura_minima_c,ene,17.9,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,humedad_relativa_porcentaje,ene,65.6,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,velocidad_viento_kmh,ene,13.2,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,nubosidad_octavos,ene,3.4,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,precipitacion_mm,ene,99.8,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
ezeiza_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.6,EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,
aeroparque_aero,temperatura_c,ene,24.5,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,temperatura_maxima_c,ene,28.4,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,temperatura_minima_c,ene,20.8,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,humedad_relativa_porcentaje,ene,67.0,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,velocidad_viento_kmh,ene,16.8,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,nubosidad_octavos,ene,3.1,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,precipitacion_mm,ene,117.5,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
aeroparque_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.7,AEROPARQUE AERO,CAPITAL FEDERAL,6.0,87582.0,SABE,-34.55,-58.416666666666664,
buenos_aires_observatorio,temperatura_c,ene,24.9,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,temperatura_maxima_c,ene,30.1,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,temperatura_minima_c,ene,20.2,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,humedad_relativa_porcentaje,ene,64.6,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,velocidad_viento_kmh,ene,8.9,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,nubosidad_octavos,ene,3.2,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,precipitacion_mm,ene,134.4,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
buenos_aires_observatorio,frecuencia_dias_precipitacion_gt_1mm,ene,7.5,BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,
la_plata_aero,temperatura_c,ene,23.1,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,temperatura_maxima_c,ene,28.9,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,temperatura_minima_c,ene,17.4,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,humedad_relativa_porcentaje,ene,72.2,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,velocidad_viento_kmh,ene,,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,nubosidad_octavos,ene,3.2,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,precipitacion_mm,ene,111.0,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
la_plata_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.1,LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,
punta_indio_ba,temperatura_c,ene,23.0,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,temperatura_maxima_c,ene,27.9,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,temperatura_minima_c,ene,18.3,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,humedad_relativa_porcentaje,ene,76.4,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,velocidad_viento_kmh,ene,,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,nubosidad_octavos,ene,3.6,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,precipitacion_mm,ene,97.4,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
punta_indio_ba,frecuencia_dias_precipitacion_gt_1mm,ene,6.0,PUNTA INDIO B.A.,BUENOS AIRES,22.0,87596.0,SAAI,-35.35,-57.28333333333333,
santa_rosa_aero,temperatura_c,ene,23.8,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,temperatura_maxima_c,ene,31.5,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,temperatura_minima_c,ene,16.5,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,humedad_relativa_porcentaje,ene,57.1,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,velocidad_viento_kmh,ene,16.8,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,nubosidad_octavos,ene,3.1,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,precipitacion_mm,ene,95.3,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
santa_rosa_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.0,SANTA ROSA AERO,LA PAMPA,191.0,87623.0,SAZR,-36.583333333333336,-64.26666666666667,
coronel_suarez_aero,temperatura_c,ene,,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,temperatura_maxima_c,ene,29.0,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,temperatura_minima_c,ene,13.8,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,humedad_relativa_porcentaje,ene,,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,velocidad_viento_kmh,ene,,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,nubosidad_octavos,ene,,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,precipitacion_mm,ene,93.5,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
coronel_suarez_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.8,CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,
bolivar_aero,temperatura_c,ene,22.3,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,temperatura_maxima_c,ene,29.6,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,temperatura_minima_c,ene,15.0,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,humedad_relativa_porcentaje,ene,68.5,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,velocidad_viento_kmh,ene,,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,nubosidad_octavos,ene,3.3,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,precipitacion_mm,ene,113.8,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
bolivar_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.0,BOLIVAR AERO,BUENOS AIRES,94.0,87640.0,SAZI,-36.18333333333333,-61.06666666666667,
azul_aero,temperatura_c,ene,21.6,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,temperatura_maxima_c,ene,29.5,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,temperatura_minima_c,ene,14.0,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,humedad_relativa_porcentaje,ene,65.5,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,velocidad_viento_kmh,ene,,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,nubosidad_octavos,ene,3.3,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,precipitacion_mm,ene,103.8,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
azul_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.5,AZUL AERO,BUENOS AIRES,147.0,87641.0,SAZA,-36.81666666666667,-59.88333333333333,
olavarria_aero,temperatura_c,ene,21.7,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,temperatura_maxima_c,ene,29.0,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,temperatura_minima_c,ene,14.1,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,humedad_relativa_porcentaje,ene,65.9,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,velocidad_viento_kmh,ene,,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,nubosidad_octavos,ene,3.7,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,precipitacion_mm,ene,111.8,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
olavarria_aero,frecuencia_dias_precipitacion_gt_1mm,ene,7.1,OLAVARRIA AERO,BUENOS AIRES,166.0,87643.0,SAZF,-36.88333333333333,-60.21666666666667,
tandil_aero,temperatura_c,ene,20.8,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,temperatura_maxima_c,ene,28.4,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,temperatura_minima_c,ene,13.3,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,humedad_relativa_porcentaje,ene,67.0,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,velocidad_viento_kmh,ene,14.0,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,nubosidad_octavos,ene,3.4,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,precipitacion_mm,ene,108.8,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
tandil_aero,frecuencia_dias_precipitacion_gt_1mm,ene,6.8,TANDIL AERO,BUENOS AIRES,175.0,87645.0,SAZT,-37.233333333333334,-59.21666666666667,
dolores_aero,temperatura_c,ene,21.8,DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,
dolores_aero,temperatura_maxima_c,ene,28.5,DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,
dolores_aero,temperatura_minima_c,ene,15.4,DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,
