estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total
aeroparque_aero,CAPITAL FEDERAL,Pampeana,SABE,-34.55,-58.4167,6.0,87582.0,3.0,0.15719777223795067,7.5,5.925,4.5,0.9313968005098576,71.1,11.300000000000011,0.05291312185687442,76.4,71.44166666666666,65.1,3.7802016139915366,857.3,1.1,0.1122869834979257,4.2,3.625,3.1,0.4070403151799806,43.5,62.9,0.2529207023310418,117.5,92.24166666666667,54.6,23.329827117519184,1106.9,13.2,0.262511632066669,24.5,18.05,11.3,4.738334958803375,216.6,13.999999999999998,0.23037570787176126,28.4,21.608333333333334,14.4,4.978035087595641,259.3,12.4,0.30248101201130556,20.8,14.725,8.4,4.454032901866475,176.7
azul_aero,BUENOS AIRES,Pampeana,SAZA,-36.8167,-59.8833,147.0,87641.0,3.9,0.2332478977762447,7.3,5.558333333333334,3.4,1.2964695651396267,66.7,17.900000000000006,0.07722703486159602,81.4,74.10000000000001,63.5,5.722523283244265,889.2,1.0,0.09913236779722101,4.2,3.733333333333333,3.2,0.37009417310962506,44.8,76.80000000000001,0.3301429757408883,113.9,77.95833333333333,37.1,25.73739615046675,935.5,14.700000000000001,0.37399808326998657,21.6,14.116666666666667,6.9,5.279606275494644,169.4,16.3,0.272920081322213,29.5,21.166666666666668,13.2,5.776808387986843,254.0,12.2,0.5672579007602753,14.0,7.791666666666667,1.8,4.419884476757145,93.5
bahia_blanca_aero,BUENOS AIRES,Pampeana,SAZB,-38.7,-62.15,83.0,87750.0,3.2,0.19733981326251132,6.7,4.9750000000000005,3.5,0.9817655709809939,59.7,23.200000000000003,0.11859462878641337,75.2,64.64166666666667,52.0,7.666154462468405,775.7,1.1999999999999997,0.11632952211561498,4.1,3.5749999999999997,2.9,0.41587804156332353,42.9,38.89999999999999,0.2962482134951912,70.6,53.25833333333333,31.7,15.777686103731392,639.1,16.0,0.36968075583554033,23.6,15.408333333333333,7.6,5.696164312832617,184.9,17.299999999999997,0.2757905603767173,31.2,22.425,13.9,6.184603316447886,269.1,13.9,0.5300459310051879,16.3,9.241666666666667,2.4,4.898507812372945,110.9
bariloche_aero,RIO NEGRO,Patagonia,SAZS,-41.1333,-71.15,835.0,87765.0,10.8,0.5631429374756955,13.3,6.816666666666666,2.5,3.8387576904593246,81.8,27.199999999999996,0.15691963008018792,79.1,65.01666666666667,51.9,10.202391282380217,780.2,2.7,0.22300452584193747,5.4,4.008333333333334,2.7,0.8938764744164328,48.1,150.8,0.7442878299370221,168.3,67.70833333333333,17.5,50.3944884853192,812.5,13.3,0.570601807821703,15.4,8.458333333333334,2.1,4.826340291158571,101.5,16.5,0.4058272114969288,23.2,14.933333333333332,6.7,6.060353025020802,179.2,8.6,1.222117365944316,7.0,2.5166666666666666,-1.6,3.075662037626529,30.2
base_belgrano_ii,ANTARTIDA,Antártida,SAYB,-77.8667,-34.6167,256.0,89034.0,0.8799999999999999,0.08465451749125141,4.54,4.29,3.66,0.3631678800374686,51.480000000000004,9.460000000000008,0.03190143498431688,86.4,84.565,76.94,2.697744849448757,1014.78,1.5000000000000004,0.10070651772191687,5.4,4.608333333333333,3.9,0.4640892025018336,55.3,12.8,0.15391149261465434,42.78,34.028333333333336,29.98,5.23735157452233,408.34000000000003,18.299999999999997,-0.5119854706880735,-2.6,-13.216666666666667,-20.9,6.766741304260705,-158.6,18.3,-0.698319747099372,0.8,-9.75,-17.5,6.808617534218876,-117.0,18.9,-0.3951797839234326,-6.1,-17.383333333333333,-25.0,6.86954191053567,-208.6
base_carlini_ex_jubany,ANTARTIDA,Antártida,SAYJ,-62.2333,-58.65,11.0,89053.0,0.9399999999999995,0.035255983375989015,8.62,8.193333333333333,7.68,0.28886402379393666,98.32,4.939999999999998,0.015092583269435219,87.6,85.285,82.66,1.2871709641337825,1023.42,0.6999999999999993,0.036765940983080184,7.1,6.7749999999999995,6.4,0.2490892501603682,81.3,7.080000000000005,0.0625037520628696,41.74,37.68,34.66,2.355141377728926,452.15999999999997,8.0,-1.7698818726755874,2.2,-1.6500000000000001,-5.8,2.9203050899147196,-19.8,7.3,4.23817754241936,4.3,0.6166666666666666,-3.0,2.6135428178252718,7.3999999999999995,9.4,-0.8501815935570983,0.4,-4.016666666666667,-9.0,3.414896067454345,-48.2
base_esperanza,ANTARTIDA,Antártida,SAYE,-63.3833,-56.9833,24.0,88963.0,2.3400000000000007,0.10448821180964454,7.94,7.146666666666667,5.6,0.746742420399593,85.76,5.61999999999999,0.02596187536554544,85.02,82.96666666666667,79.4,2.1539702594947534,995.6,1.2000000000000002,0.06464513593431466,6.3,5.691666666666666,5.1,0.3679385653594742,68.3,10.940000000000005,0.10136283658892568,39.52,33.73,28.58,3.418968478144463,404.76,12.3,-1.0045419384920944,1.5,-4.525,-10.8,4.545552271676727,-54.300000000000004,10.7,-4.904526209225423,4.3,-0.8083333333333335,-6.4,3.964492019123884,-9.700000000000001,13.8,-0.6366001410788618,-1.2,-7.9750000000000005,-15.0,5.076886125103923,-95.7
base_marambio,ANTARTIDA,Antártida,SAWB,-64.2333,-56.6167,198.0,89055.0,1.8599999999999994,0.06368422623778246,8.62,7.613333333333333,6.76,0.48484924242365046,91.36,7.540000000000006,0.025970787968164762,90.2,85.01666666666667,82.66,2.2079498237601407,1020.2,1.7999999999999998,0.1109870388463847,6.6,5.683333333333334,4.8,0.6307763374436197,68.2,12.940000000000001,0.09313308802562081,41.74,34.46333333333333,28.8,3.209676656989645,413.56,14.1,-0.6705834309255081,-0.8,-8.016666666666667,-14.9,5.375843837919491,-96.2,12.399999999999999,-1.0644229584778302,1.7,-4.333333333333333,-10.7,4.6124994867372635,-52.0,16.3,-0.5372356948917645,-3.0,-11.450000000000001,-19.3,6.151348706510704,-137.4
base_orcadas,ANTARTIDA,Antártida,SAYO,-60.7333,-44.7333,12.0,88968.0,1.6399999999999997,0.1148687778099723,6.14,5.2250000000000005,4.5,0.6001893640571053,62.7,2.0999999999999943,0.008320758181208601,88.0,87.16833333333334,85.9,0.7253066227256518,1046.02,1.2999999999999998,0.06271797041065716,7.5,6.95,6.2,0.4358898943540673,83.4,10.579999999999998,0.093941900504612,42.54,37.87166666666667,31.96,3.5577363419438313,454.46000000000004,10.8,-1.2536579718854926,1.4,-3.0999999999999996,-9.4,3.8863397128450266,-37.199999999999996,8.9,-27.59325560897157,3.6,-0.11666666666666665,-5.3,3.219213154380016,-1.4,13.7,-0.7980306881020598,-0.4,-6.116666666666667,-14.1,4.881287708890933,-73.4
base_san_martin,ANTARTIDA,Antártida,SAYS,-68.1167,-67.1,7.0,89066.0,1.259999999999999,0.04808353620099759,8.62,7.989999999999999,7.36,0.3841874542459707,95.88,11.459999999999994,0.04642156296576074,82.66,78.035,71.2,3.6225066660331393,936.42,1.2999999999999998,0.06898534109830734,6.5,6.066666666666666,5.2,0.4185110693297312,72.8,8.86,0.08534157122096611,41.74,36.461666666666666,32.88,3.1116959226684595,437.53999999999996,13.4,-1.1045690233175685,1.9,-4.375,-11.5,4.832489477014362,-52.5,11.8,-3.66448207650533,4.5,-1.1416666666666666,-7.3,4.183617037343585,-13.7,15.8,-0.7314680074693063,-0.5,-7.925000000000001,-16.3,5.796883959194253,-95.10000000000001
bernardo_de_irigoyen_aero,MISIONES,NEA,SATI,-26.2667,-53.6667,815.0,87163.0,5.5,0.18660820846831944,12.0,9.433333333333334,6.5,1.7603374332178134,113.2,12.399999999999991,0.05048702460465631,79.8,75.45833333333333,67.4,3.8096667316263573,905.5,1.2999999999999998,0.07965392376103207,5.3,4.741666666666666,4.0,0.3776923551668937,56.9,171.49999999999997,0.21953302347046122,277.9,187.46666666666667,106.4,41.15512413326246,2249.6,7.999999999999998,0.15350695303358194,22.9,19.275000000000002,14.9,2.958846519722292,231.3,8.8,0.13252959964234173,28.1,24.224999999999998,19.3,3.2105295513357284,290.7,7.800000000000001,0.18190608936250963,19.0,15.383333333333333,11.2,2.7983220080266062,184.6
bolivar_aero,BUENOS AIRES,Pampeana,SAZI,-36.1833,-61.0667,94.0,87640.0,4.5,0.27197075036445256,8.0,5.833333333333333,3.5,1.5864960437926399,70.0,15.799999999999997,0.06878166618729982,81.8,74.78333333333333,66.0,5.143722269706905,897.4,0.9000000000000004,0.09767290293952931,4.2,3.7416666666666667,3.3,0.3654594451654055,44.9,97.6,0.4085587252242677,133.0,84.84166666666667,35.4,34.66280317923558,1018.1,15.0,0.3555600124830326,22.3,14.991666666666667,7.3,5.330437187141464,179.9,15.8,0.2563630811509455,29.6,21.933333333333334,13.8,5.622896913244071,263.2,13.0,0.5248858520899254,15.0,8.758333333333333,2.0,4.597125254554263,105.1
buenos_aires_observatorio,CAPITAL FEDERAL,Pampeana,SABA,-34.5833,-58.4833,25.0,87585.0,3.0,0.163991319840772,7.9,6.375,4.9,1.0454446639849215,76.5,15.900000000000006,0.07575361787957233,78.7,71.23333333333333,62.8,5.396182713621536,854.8,1.0999999999999996,0.11524786127079789,4.3,3.7083333333333335,3.2,0.4273774855458755,44.5,72.9,0.25532254389659487,134.4,104.8,61.5,26.757802600363142,1257.6,13.899999999999999,0.2723628832610453,24.9,18.083333333333332,11.0,4.925228805637236,217.0,14.600000000000001,0.22581589427787166,30.1,22.974999999999998,15.5,5.188120171034101,275.7,12.7,0.3275312272135215,20.2,13.825000000000001,7.5,4.528119216226935,165.9
catamarca_aero,CATAMARCA,NOA,SANC,-28.5833,-65.75,464.0,87222.0,6.4,0.6423855497576274,7.0,3.516666666666667,0.6,2.25905584998099,42.2,26.0,0.16787653245209208,66.5,54.71666666666667,40.5,9.185644267336972,656.6,1.1,0.12606560269914763,3.5,3.1,2.4,0.39080336836735763,37.2,78.0,0.8654077433620703,80.9,34.25833333333333,2.9,29.64742694134559,411.1,16.1,0.27922898593381895,27.8,21.041666666666668,11.7,5.875443245690774,252.5,14.400000000000002,0.1859154203704819,34.6,28.375,20.2,5.275350053012423,340.5,17.4,0.43520722464809775,21.9,14.583333333333334,4.5,6.346772026118092,175.0
ceres_aero,SANTA FE,Pampeana,SANW,-29.8667,-61.9333,88.0,87257.0,6.1000000000000005,0.4818678173951759,7.4,4.825,1.3,2.325012218931724,57.9,14.599999999999994,0.07204613831843285,80.8,73.2,66.2,5.273777324909284,878.4,1.0999999999999996,0.10991981506694251,4.1,3.4333333333333336,3.0,0.37739136506316934,41.2,138.9,0.6840932300342458,147.3,78.60000000000001,8.4,53.769727880691725,943.2,13.9,0.2565559140457964,25.5,19.075,11.6,4.893804060423566,228.9,13.199999999999996,0.17964999819099234,32.3,26.099999999999998,19.1,4.6888649527849,313.2,13.299999999999999,0.35420568237404887,19.4,13.25,6.1,4.693225291456147,159.0
chamical_aero,LA RIOJA,NOA,SACT,-30.3333,-66.2833,461.0,87320.0,5.3999999999999995,0.6835393073912958,5.8,3.0416666666666665,0.4,2.0790987266485246,36.5,23.799999999999997,0.1498438217081341,70.3,58.71666666666667,46.5,8.79832973129594,704.6,1.6999999999999997,0.17143720788812788,3.9,3.225,2.2,0.5528849954392124,38.7,90.7,0.9321234777072159,93.4,38.34166666666667,2.7,35.73916767442417,460.1,16.0,0.2894890925117061,27.0,19.875,11.0,5.753595713670159,238.5,15.199999999999996,0.20883744473258312,33.8,26.875,18.6,5.612506327188171,322.5,15.600000000000001,0.4042514824863823,20.6,13.741666666666667,5.0,5.555089121833704,164.9
chilecito_aero,LA RIOJA,NOA,SANO,-29.2167,-67.4333,947.0,87213.0,4.5600000000000005,0.8585019935184844,4.86,2.0216666666666665,0.3,1.7356048635632026,24.259999999999998,17.5,0.09892311681913489,68.5,59.423333333333325,51.0,5.878341345115725,713.0799999999999,1.7000000000000002,0.21130746085324326,3.6,2.8166666666666664,1.9,0.5951826814033018,33.8,51.739999999999995,1.0651740998981574,52.94,17.18166666666667,1.2,18.301466326416843,206.18,16.2,0.31759467171580813,25.7,18.591666666666665,9.5,5.9046142716497325,223.1,15.700000000000003,0.2193563062359628,33.7,26.59166666666667,18.0,5.833049776657978,319.1,17.6,0.5755076416590756,19.1,11.216666666666667,1.5,6.4552773806092985,134.6
comodoro_rivadavia_aero,CHUBUT,Patagonia,SAVC,-45.7833,-67.45,46.0,87860.0,2.6,0.2660223493420864,4.2,2.891666666666667,1.6,0.7692479601808666,34.7,20.0,0.14405857154871357,59.0,49.333333333333336,39.0,7.106889529736536,592.0,0.40000000000000036,0.036180751076749444,4.5,4.383333333333334,4.1,0.15859229221975174,52.6,26.500000000000004,0.41799352871829476,37.2,21.508333333333336,10.7,8.990344146849324,258.1,13.100000000000001,0.3548465506370968,19.8,13.174999999999999,6.7,4.67510330464375,158.1,15.3,0.2951754548325079,26.3,18.691666666666666,11.0,5.5173212099109605,224.3,10.8,0.48254691426532104,13.5,8.008333333333333,2.7,3.8643965384081125,96.1
concordia_aero,ENTRE RIOS,NEA,SAAC,-31.3,-58.0,37.0,87395.0,3.8,0.18341682084982222,8.1,6.416666666666667,4.3,1.176924600453026,77.0,17.0,0.08031268325674679,81.6,73.0,64.6,5.862825877742515,876.0,1.1,0.11516573633572208,4.0,3.341666666666667,2.9,0.38484550225520464,40.1,117.89999999999999,0.31009556561925,173.2,122.33333333333333,55.3,37.93502419408825,1468.0,13.500000000000002,0.25133665244736103,25.6,18.95,12.1,4.762829563877491,227.4,14.099999999999998,0.1996684015850149,31.9,24.883333333333336,17.8,4.968415392773788,298.6,12.1,0.3177018326940817,19.5,13.549999999999999,7.4,4.304859833004807,162.6
cordoba_aero,CORDOBA,Pampeana,SACO,-31.2833,-64.2,495.0,87344.0,7.8999999999999995,0.6189659462919307,8.6,5.008333333333334,0.7,3.0999877810120866,60.1,20.099999999999994,0.10934371214025383,75.1,65.98333333333333,55.0,7.214862606054416,791.8,1.2999999999999998,0.0914717959163945,4.3,3.6999999999999997,3.0,0.3384456448906596,44.4,140.5,0.7694068784675836,146.5,71.35833333333333,6.0,54.90359250264932,856.3,13.7,0.28093766460511277,23.5,17.258333333333333,9.8,4.848515861643238,207.1,12.2,0.1770073031688009,29.9,24.391666666666666,17.7,4.317503136459002,292.7,13.8,0.44450791526185746,17.5,11.15,3.7,4.956263255169711,133.8
cordoba_observatorio,CORDOBA,Pampeana,SACK,-31.4167,-64.1833,425.0,87345.0,8.6,0.6122036924958889,9.6,5.325,1.0,3.2599846625406084,63.9,17.89999999999999,0.1017887371725766,73.6,65.14999999999999,55.7,6.631536226793364,781.8,1.2999999999999998,0.09611308122927895,4.1,3.516666666666667,2.8,0.337997668989631,42.2,137.20000000000002,0.7616628669256827,143.9,67.96666666666667,6.7,51.76768618871557,815.6,13.899999999999999,0.269080338882803,24.7,18.383333333333333,10.8,4.946593563128862,220.6,12.8,0.17943644579101642,31.2,25.34166666666667,18.4,4.547218597087341,304.1,13.399999999999999,0.3763145844329676,18.9,12.75,5.5,4.798010951520337,153.0
coronel_pringles_aero,BUENOS AIRES,PAMPEANA,SAZP,-38.0,-61.33,247.0,87751.0,4.3,0.2393090410936763,7.6,5.658333333333334,3.3,1.3540903241883853,67.9,18.299999999999997,0.0849037711042143,79.5,71.39166666666667,61.2,6.061421725415033,856.7,1.0,0.09789002725707834,4.3,3.858333333333333,3.3,0.37769235516689387,46.3,70.7,0.3907161545322178,93.2,62.775000000000006,22.5,24.527206600759975,753.3000000000001,15.3,0.40076918648484067,21.5,13.65,6.2,5.470499395518075,163.8,16.8,0.28810981012285536,29.3,20.733333333333334,12.5,5.9734767298805345,248.8,12.6,0.6303037154729411,13.7,7.2250000000000005,1.1,4.553944344292,86.7
coronel_suarez_aero,BUENOS AIRES,Pampeana,SAZC,-37.45,-61.8833,233.0,87637.0,4.3,0.315525296953749,7.0,5.2,2.7,1.6407315441594947,57.2,20.6,0.09163214505287917,81.5,72.50909090909092,60.9,6.644163535834221,797.6,0.9000000000000004,0.08871473004855666,4.4,3.9745454545454546,3.5,0.35260072706571793,43.72,70.1,0.424950392233851,94.2,62.98181818181818,24.1,26.764148339964724,692.8,14.5,0.4004376429558502,21.3,13.143636363636363,6.8,5.263206765323347,144.57999999999998,16.5,0.2854630377299913,29.0,20.19090909090909,12.5,5.763758243621006,222.1,13.4,0.7185777751385383,13.8,6.463636363636363,0.4,4.644625437486369,71.1
corrientes_aero,CORRIENTES,NEA,SARC,-27.4333,-58.75,62.0,87166.0,5.200000000000001,0.2877341754502445,8.3,6.258333333333333,3.1,1.8007363813594466,75.1,11.900000000000006,0.055484078440672345,80.4,74.125,68.5,4.1127573144148375,889.5,1.0999999999999996,0.08622914686345386,4.3,3.6,3.2,0.3104249287084339,43.2,152.60000000000002,0.48580535422904825,184.8,121.25833333333333,32.2,58.907947578224004,1455.1,11.7,0.19507986577373868,26.9,21.375,15.2,4.169832130913664,256.5,11.8,0.15363116390415782,33.0,27.34166666666667,21.2,4.200532073079516,328.1,11.200000000000001,0.24303751053584746,21.6,16.349999999999998,10.4,3.9736632972611057,196.2
dolores_aero,BUENOS AIRES,Pampeana,SAZD,-36.3167,-57.7167,9.0,87648.0,2.4000000000000004,0.13754005416427134,7.4,6.141666666666667,5.0,0.8447251659922331,73.7,14.100000000000009,0.060203190967558634,85.2,79.19166666666666,71.1,4.7675910313725804,950.3,1.0,0.10642045969362432,4.0,3.5500000000000003,3.0,0.37779263191236634,42.6,50.5,0.2122912461055647,109.2,82.21666666666667,58.7,17.453878617312512,986.6,13.8,0.3281733673497473,21.8,15.058333333333332,8.0,4.941743956674944,180.7,14.9,0.2505633790489249,28.5,21.25,13.6,5.324471804789654,255.0,11.600000000000001,0.43337241973835466,15.4,9.674999999999999,3.8,4.192878160968581,116.1
el_bolson_aero,RIO NEGRO,Patagonia,SAVB,-41.95,-71.5333,326.0,87800.0,9.8,0.4649367667958494,13.6,7.875,3.8,3.661377038517314,94.5,24.599999999999994,0.12888992489833317,83.8,72.14166666666667,59.2,9.298333998707252,865.6999999999999,2.4999999999999996,0.18329283165940347,5.6,4.366666666666666,3.1,0.8003786982460617,52.4,142.29999999999998,0.6507012537473128,173.1,75.46666666666667,30.8,49.10625461613054,905.6,13.799999999999999,0.49211798004895285,17.4,10.15,3.6,4.994997497496872,121.80000000000001,16.9,0.36083661976662595,25.7,17.333333333333332,8.8,6.254501409288182,208.0,8.3,0.8250263761303087,7.9,3.6166666666666667,-0.4,2.983845393671283,43.4
el_calafate_aero,SANTA CRUZ,Patagonia,SAWC,-50.2833,-72.05,204.0,87904.0,2.4,0.30739271281755987,3.8,2.6166666666666667,1.4,0.8043442652059484,31.4,31.800000000000004,0.19746046134072257,78.4,62.19166666666666,46.6,12.280395191548436,746.3,0.5,0.03130391666619644,4.8,4.483333333333333,4.3,0.14034589305344738,53.8,13.4,0.31951202186598826,20.3,13.4,6.9,4.281461093004243,160.8,13.3,0.667275751783604,13.9,7.433333333333334,0.6,4.9600830882581235,89.2,14.0,0.40848407901581024,19.2,12.700000000000001,5.2,5.18774780350079,152.4,11.600000000000001,2.8242570578806583,7.2,1.4916666666666665,-4.4,4.212850111338648,17.9
el_palomar_aero,BUENOS AIRES,Pampeana,SADP,-34.6,-58.6,12.0,87571.0,2.8999999999999995,0.16678039664522423,7.3,5.821666666666666,4.4,0.9709398758029469,69.86,16.599999999999994,0.07539963661070999,82.1,74.075,65.5,5.585228081938342,888.9,1.0,0.10056655062636256,4.2,3.6750000000000003,3.2,0.36958207355188244,44.1,61.8,0.2662625043675128,116.3,91.39333333333333,54.5,24.33461781582822,1096.72,14.400000000000002,0.30202462363542176,24.1,17.008333333333333,9.7,5.136935473665798,204.1,13.78,0.22033672888778436,29.66,22.459999999999997,15.88,4.948762930819636,269.52,13.159999999999998,0.37418124645255196,19.24,12.561666666666667,6.08,4.700340090854807,150.74
el_trebol,SANTA FE,PAMPEANA,,-32.2,-61.72,96.0,87447.0,5.8,0.39763458515041344,8.0,5.2250000000000005,2.2,2.0776407074109104,62.7,12.300000000000011,0.0620599066473098,78.4,72.36666666666666,66.1,4.491068577710319,868.4,0.8999999999999995,0.0920522028679749,4.1,3.5416666666666665,3.2,0.3260182184907444,42.5,140.7,0.5912196456973748,160.0,82.01666666666667,19.3,48.48986460794636,984.2,14.299999999999999,0.29357819668381324,23.9,17.25,9.6,5.064223892795779,207.0,13.8,0.20254776050067064,30.7,24.266666666666666,16.9,4.915158988149607,291.2,13.599999999999998,0.44001270167641054,17.4,11.075000000000001,3.8,4.873140671066247,132.9
esquel_aero,CHUBUT,Patagonia,SAVE,-42.9,-71.1333,797.0,87803.0,6.1000000000000005,0.41678642487356843,8.8,5.325,2.7,2.219387712451752,63.9,28.000000000000007,0.17971161588398674,75.4,60.275,47.4,10.8321176474073,723.3,1.4999999999999996,0.12492566160508131,4.6,3.8666666666666667,3.1,0.4830458915396477,46.4,60.8,0.5445631837859881,81.1,39.38333333333333,20.3,21.446713388104833,472.59999999999997,13.700000000000001,0.5734338607413002,15.4,8.6,1.7,4.931531202375181,103.2,16.1,0.3936495186361658,22.3,14.566666666666668,6.2,5.734161321466816,174.8,11.0,1.29419839860413,8.6,3.0,-2.4,3.8825951958123905,36.0
estacion_virtual_0,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-52.0,-60.0,0.0,,5.800000000000001,0.14651001157899127,15.15,12.408333333333333,9.35,1.81794506034265,148.9,10.196799999999996,0.04565214969913828,88.4194,83.87139166666667,78.2226,3.8289093278417257,1006.4567,0.7276999999999996,0.04224473091926404,6.462,6.05295,5.7343,0.2557052440177593,72.6354,27.7652,0.16349363687344548,63.5421,49.18430833333333,35.7769,8.041321446521577,590.2117,7.1617999999999995,0.4132863620190892,10.0659,6.4403999999999995,2.9041,2.661729485947742,77.28479999999999,8.2837,0.36175741060315003,12.5361,8.467941666666666,4.2524,3.0633406504718557,101.6153,5.8594,0.49796704274183473,7.4394,4.427033333333333,1.58,2.204516697119527,53.1244
estacion_virtual_1,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Patagonia,VIRTUAL,-52.0,-59.0,0.0,,5.950000000000001,0.13536665391109637,15.9,13.154166666666667,9.95,1.780635526655547,157.85,11.746099999999998,0.052075070061469254,89.319,83.80321666666667,77.5729,4.364058379293155,1005.6386,0.7276999999999996,0.04224473091926404,6.462,6.05295,5.7343,0.2557052440177593,72.6354,29.9812,0.16041984314610558,66.6799,51.911316666666664,36.6987,8.327605277174483,622.9358,7.4421,0.4331326910455987,10.1565,6.389341666666667,2.7144,2.767432750093104,76.6721,8.8266,0.37802714608577126,12.9145,8.608758333333332,4.0879,3.2543443440921003,103.3051,5.9326,0.528662728562164,7.306,4.239141666666667,1.3734,2.2410762002615594,50.8697
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,-48.0,-69.0,248.0,,2.2500000000000004,0.16962285400545785,5.65,4.529166666666667,3.4,0.7682501762663861,54.35,38.952200000000005,0.23432543698005168,82.0857,61.27085,43.1335,14.3573187003892,735.2502000000001,0.5475000000000003,0.04200078391938722,4.8837,4.5927,4.3362,0.19289700030656967,55.1124,12.489,0.18770292581142414,25.7204,19.8021,13.2314,3.716912107210402,237.6252,15.2256,0.7142934613397016,15.2265,7.8129833333333325,0.0009,5.580762908556066,93.7558,18.1162,0.47962819997398226,22.3653,13.827683333333333,4.2491,6.6321468669769015,165.9322,10.8294,1.5968649867116107,7.8731,2.467725,-2.9563,3.9406236493329097,29.6127
estacion_virtual_100,Salta,NOA,VIRTUAL,-26.0,-66.0,3261.0,,15.7,0.7487734535945555,16.45,8.066666666666666,0.75,6.040105858996081,96.8,36.69839999999999,0.24974676834595164,74.8003,54.67089166666667,38.1019,13.653878516341619,656.0507,2.8493,0.25372181968015556,5.0594,3.8133916666666665,2.2101,0.9675406728198079,45.7607,190.732,0.979517136014674,193.6617,72.696175,2.9297,71.20714913522154,872.3541,8.4207,0.4311540870304787,11.165,7.505225,2.7443,3.2359084328333245,90.0627,7.247400000000001,0.16165531170809383,19.1981,16.11619166666667,11.9507,2.6052679874223847,193.39430000000002,8.6547,4.276265931994298,5.3493,0.7745833333333333,-3.3054,3.3123243198239165,9.295
estacion_virtual_101,Santiago del Estero,NOA,VIRTUAL,-26.0,-64.0,184.0,,14.200000000000001,0.71386312003779,15.05,8.104166666666666,0.85,5.785265701972922,97.25,31.4688,0.1938384634763622,71.2115,58.34145,39.7427,11.30881702498301,700.0974,2.1592000000000002,0.15768895160998941,5.1653,4.400008333333333,3.0061,0.6938327011585501,52.8001,166.3444,0.9011084673838768,169.5384,71.889425,3.194,64.78016958285816,862.6731,12.444400000000002,0.20747325241300982,28.053,22.965999999999998,15.6086,4.764830714917183,275.592,11.7588,0.1436539287724455,35.5493,30.476975,23.7905,4.378137195849602,365.7237,12.990099999999998,0.2941388349178958,21.7978,16.30105,8.8077,4.794771854938365,195.6126
estacion_virtual_102,Santiago del Estero,NOA,VIRTUAL,-26.0,-63.0,172.0,,14.0,0.6198187222656669,15.55,8.758333333333333,1.55,5.4285789758434655,105.1,28.44720000000001,0.1724319794983621,69.3585,57.6052,40.9113,9.932978665399048,691.2624000000001,2.0233,0.1526985043724083,5.3286,4.549291666666666,3.3053,0.6946700334538606,54.591499999999996,148.58339999999998,0.8338811649510014,153.6077,68.50849166666667,5.0243,57.127940840035976,822.1019,12.281300000000002,0.20047280190436742,28.4415,23.293216666666666,16.1602,4.669656410532176,279.5186,11.163299999999996,0.14034745987520375,35.4537,30.881266666666665,24.2904,4.334107334395467,370.5752,12.817100000000002,0.2848252424132759,22.0359,16.56331666666667,9.2188,4.717650684751186,198.7598
