longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,humedad_relativa_porcentaje_anual_cv,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_media,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_maxima_c_anual_cv,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv
1.831913884587578,-0.7483226649399206,-0.8270258271022214,-0.8198545969955838,-0.05379816550933601,-0.9841829621807338,-0.8461567078434931,-0.21819960983253778,-0.7614563218446581,-0.07494110504277551,0.9902678751115784,-0.5489255625677785,-0.026114074885000726,0.2563658963737161,-0.31077674864170074,0.020377841984911833
1.4651913907774246,-0.5996860766102066,-0.47840241106169956,-0.8620314740615879,-0.315335532045048,-0.7328546267864807,-0.5724582583619324,-0.3917809852182855,-0.6704582940254608,0.05509498372053552,0.5894605328567913,-0.08806219246053366,-0.013199331577743516,0.3654299889115432,-0.36909421661108116,0.04123081055224175
0.8984043481485721,-0.6671523294690839,-0.6430811036387355,-0.9885621052595999,-0.2915594078145287,-0.9494885001049453,-0.10615719628223678,-0.16559919304897783,-0.8034683383816835,-0.4828350849187517,-0.10365088047062294,0.3113527282990787,-0.01369738894295613,0.37287200934353615,0.12660426112864984,0.03829343997987995
-1.3520405204532173,0.12557614162272424,1.0348984435668296,0.4032748379185331,-0.5293206501197214,1.0172193997071095,0.3252276026948732,1.2375169246524826,-0.4393922030718195,1.386841471611312,0.3018333269213259,-0.5182013378939617,0.009572314468953954,0.706479821812184,-1.4188086400599225,0.09279623282523129
1.7735773526048229,-0.7430518639353209,-1.1137227152934401,-0.44026270340154744,0.5168288160231266,-1.0869584222584165,-1.3079524456518874,-1.211032476622231,1.8853007199879563,-1.0305356837363422,-0.5276087051543619,-2.146585245606227,-0.26152146768921203,10.54123813338792,-1.185538768182402,-0.0703971461856365
-0.33934032958241006,-0.7472685047390006,-1.1137227152934401,-0.44026270340154744,0.5168288160231266,-1.0869584222584165,-1.3045734524484114,-0.7875991215145736,1.290158493724451,-1.0305356837363422,-0.5276087051543619,-0.4874771132201455,-0.18446156883434006,-9.738780786581177,0.6806202068377607,-0.06104953527573446
3.019648676349633,0.10449293760432508,-0.6921636108970722,0.12912513698950678,0.42172431910104935,-0.4135829698271418,-0.8731886534713015,-0.6468930066185511,0.176840055493272,0.8878152884746883,3.6623947712291094,-2.146585245606227,-0.03873924995666921,0.00513355144540373,-1.6520785119374426,0.010880606300546316
1.1692828954992742,-0.6555565672589644,-0.30042098287259084,-0.7144124043305737,-0.2915594078145287,-0.5332237934138885,-0.6670700680592621,-0.41019113109253147,-0.6634002752472404,0.5371618165200266,0.7826150630215837,0.004110481560915501,-0.015330553791676542,0.3230874588674457,-0.13582434473356061,0.037891815585267476
1.8152605925599246,-0.7282936211224414,-0.7958332056670169,-0.7355008428635756,0.04130633141274115,-0.9057073931997837,-0.5882268933114874,-0.18006430766445686,-0.6914643022939735,0.11020747124922894,1.3426696631967379,-0.3338559898510639,-0.024967384672069375,0.24456131224021013,-0.22330054668763094,0.02234658901732591
-0.0017735992921433128,-0.26551729291858006,1.3986594553038476,-0.9252967896605938,-0.9810670104995876,-0.07021793642628314,0.4491240201556617,-0.036728171929256224,-1.202582495483427,0.2662767028867366,-0.6368135061070955,0.3420769529728954,-0.024179759071268035,0.14216937595175597,1.1471599505928007,0.03082795123296576
-0.1351249602282907,-0.2686797735213399,1.5871913289783932,-1.1783580520566181,-1.028619258960626,-0.1941267295540991,0.24525809687927297,0.5589715481445597,-1.097552454140863,0.5952989015610749,-0.5222303102466256,0.3113527282990787,-0.022986737940642484,0.20093567522507932,0.6223027388683803,0.02839457990090196
-0.42268180454963167,0.2436420841257595,2.5165479617390476,-1.6423036997826623,-1.0523953831911455,-0.7841390994977155,-0.28749649820211853,1.0836607055605696,-1.4406225811822142,-0.7106952989387949,-1.304903690950693,0.3728011776467111,-0.019731990972625194,0.22813754301098443,1.2054774185621815,0.04187655957887357
-0.4268576300280372,-0.7061562569031223,-0.32794388413894787,-1.5157730685846502,-0.7433057681943948,-1.0958385524325767,0.1810572260132281,-1.2189225391397647,-0.12430207904412734,-0.8494271055501259,-0.9945936890999916,-0.5796497872415947,-0.015423215627064937,0.42265655981962674,-0.7773164923967413,0.0345528206182932
1.9361094820038405,-0.715643698711402,-0.7068424915724626,-0.6933239657975718,-0.10135041397037459,-0.8151851359980739,-0.5375419952593466,-0.18006430766445686,-0.9994964075434454,0.7138955304473014,1.8346758756261845,-0.4567528885463293,-0.02741134058043822,0.1775831283522739,-0.3982529505957711,0.02157484018061959
0.38580301696705277,-0.23283832669006135,1.2913201403650554,-0.5878817731325617,-0.9572908862690682,0.5086426421358299,-0.21090598558999457,-0.4917217771070493,-0.6984382970391195,1.630380983092723,0.40425667342517446,-0.39530443919869684,-0.023982852671067704,0.11933007186736388,0.09744552714395989,0.0315603251290238
0.38997884244545833,-0.30662954075445836,1.2601275189298506,-0.3769973878025416,-0.8859625135775104,0.6187837915827771,-0.2953808156768959,-0.4312312978059553,-0.8524543496638555,1.4610089234678407,0.3090824678839271,-0.3338559898510639,-0.02534961474304649,0.12548898532832356,-0.019189408794800362,0.026189583224598193
0.9650925310881384,-0.5090282993310903,-0.10087994869150267,-0.9252967896605938,-0.4817684016586828,-0.495913479038735,-0.5195206981741409,-0.566677371023622,-0.480732027344253,0.11054773846936883,0.02192294846217768,-0.4874771132201455,-0.013674223484109028,0.3977642845815814,-0.019189408794800362,0.05314566759241175
1.7485724096203583,-0.689289693688403,-0.22840272455895672,-0.6511470887315676,-0.3866639047366058,-0.3857723295917876,-0.816872100080034,-0.5614173293452661,-0.7824623301131708,1.8466559084270502,1.8045100954914892,-1.0097889326750231,-0.033920834516472806,0.059280665623007274,-0.6606815564579815,0.015692224047766323
2.0069484854788273,-0.7451601843371608,-0.9173926862600935,-0.8409430355285857,0.06508245564326033,-1.0438656975372984,-0.7639345398922424,-0.29578522458828865,-0.8244743466501967,-0.3923024000935889,0.7089544371112816,-0.3645802145248801,-0.018504221653728992,0.30820341800345985,-0.5440466205192213,0.03068620144663195
-1.447884466912667,-0.4109914006455342,0.5844402928407865,0.4665401535175389,-0.22023103512297093,0.8951004002578066,0.00985490370377436,0.7154577880756504,-0.13825006853442018,1.3172649266931789,0.5195413990562189,-0.3645802145248801,0.0004798718714679325,0.5910001944191905,-1.5062848420139923,0.06152465496236607
-1.577085007313394,-0.5395989451577691,-0.13803586540108462,-1.6001268227166583,-0.7908580166554334,-1.0716763377726526,0.7825180162319662,-1.2833580496996257,-0.040278045970076386,-1.1037525478032735,-1.2221231780229247,-0.5182013378939617,0.020772813821525904,0.7134085994557634,-0.5440466205192213,0.21896929263858475
1.7860798240970543,-0.7419977037344009,-0.7421635481976208,-0.8620314740615879,-0.0775742897398552,-0.925876991192256,-0.5927322175827889,-0.37205582892445055,-0.7194443053076326,0.009904256245763007,0.9542560135554305,-0.1802348664819823,-0.021538896762698847,0.24456131224021013,-0.22330054668763094,0.02234658901732591
-1.3478646949748119,0.08551805398776584,0.3637983676888246,-0.5457048960665575,-0.4817684016586828,-0.09754670913280718,0.5820310861590533,-0.052508296964324096,-0.5583702339046763,-0.17664859746269188,-0.4929999031393628,-0.39530443919869684,0.00989663089281333,0.6751720117189725,-0.7189990244273614,0.09847409926671351
1.1859611924699114,-0.639744164245165,-0.15592575122421673,-1.252167586922125,-0.7314177060791353,-0.9125223768218136,-1.3755323097214085,-0.21425457857377067,0.5243634562875484,-1.164330915122151,-1.2304554809512929,5.325638367739924,-0.10194620442097649,-1.3842146767894108,5.764853699344255,-0.03244757838882272
