estacion,provincia,region,oaci,mes,frecuencia_dias_precipitacion_gt_1mm,humedad_relativa_porcentaje,nubosidad_octavos,precipitacion_mm,temperatura,temperatura_maxima_c,temperatura_minima_c,latitud,longitud,altura,nro
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,5.0000,5.6500,74.9509,4.5067,22.9623,3.6253,8.8299,-0.0251,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.4500,80.5037,4.7185,25.7204,0.7054,4.7392,-2.1416,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.4000,82.0857,4.6854,24.4244,0.0009,4.2491,-2.9563,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,8.0000,5.4500,75.1372,4.6351,21.8831,1.7859,6.9411,-1.8885,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.5500,66.4606,4.7050,17.6857,4.9545,11.0293,-0.0833,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,10.0000,4.2000,56.2408,4.6689,21.8542,8.1822,14.7615,1.8644,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,11.0000,4.1000,48.6487,4.8440,15.3870,11.3044,18.1181,4.3531,-48.0000,-69.0000,248.0000,
estacion_virtual_10,Santa Cruz,Patagonia,VIRTUAL,12.0000,4.2000,45.0268,4.8837,18.1267,13.9846,20.8391,6.7600,-48.0000,-69.0000,248.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,1.0000,3.6500,39.0140,4.3234,14.5837,17.5695,24.7426,10.1380,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,2.0000,3.8000,42.7834,4.2267,18.9319,16.9388,24.2122,9.7457,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,3.0000,4.6000,49.6883,4.2757,22.1435,13.7135,20.6120,7.3251,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,4.0000,4.2500,58.9293,4.2928,17.8828,9.3474,15.7735,4.0630,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,5.0000,5.5500,71.9315,4.4395,23.3158,5.1007,10.7634,0.9732,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.5500,77.8099,4.5459,28.0536,2.0400,6.6942,-1.2316,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.5500,80.3153,4.4699,25.9312,1.1918,6.0661,-2.1742,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,8.0000,5.0000,72.3648,4.5374,21.7914,3.3475,9.1920,-0.9324,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.4500,63.5076,4.5732,18.5607,6.7499,13.2386,1.1897,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,10.0000,4.2000,52.7900,4.5438,19.9042,10.2391,17.0645,3.5437,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,11.0000,4.2000,44.7874,4.7752,15.1179,13.5354,20.4667,6.3864,-48.0000,-68.0000,246.0000,
estacion_virtual_11,Santa Cruz,Patagonia,VIRTUAL,12.0000,4.3500,40.9803,4.7143,18.6798,16.2895,23.2053,8.9270,-48.0000,-68.0000,246.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,1.0000,3.6500,39.7282,4.3234,13.8021,17.8243,24.7172,10.7459,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,2.0000,3.3000,45.0420,4.2267,16.9411,16.9815,23.9296,10.2500,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,3.0000,4.3000,51.7666,4.2757,23.6600,13.9006,20.4342,7.9230,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,4.0000,4.1000,61.4955,4.2928,16.8639,9.4050,15.4721,4.4049,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,5.0000,4.9000,74.6532,4.4395,21.8640,5.2131,10.5101,1.3018,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.0500,81.4542,4.5459,31.5557,2.0662,6.4187,-0.9991,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.2000,83.3411,4.4699,24.7642,1.4175,5.9715,-1.7267,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,8.0000,4.7500,75.5484,4.5374,21.4467,3.4327,8.9982,-0.6858,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.3500,66.9143,4.5732,18.7381,6.7503,12.9316,1.5292,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,10.0000,4.3000,55.4784,4.5438,16.9367,10.2828,16.9427,3.9410,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,11.0000,4.3000,46.0485,4.7752,14.1649,13.6524,20.3402,6.8367,-48.0000,-67.0000,0.0000,
estacion_virtual_12,Santa Cruz,Patagonia,VIRTUAL,12.0000,4.0000,41.7142,4.7143,16.9107,16.4787,23.2202,9.4301,-48.0000,-67.0000,0.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,1.0000,2.1000,48.6490,3.9730,8.3041,13.6080,20.9140,6.0960,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,2.0000,2.8000,51.3090,4.0064,15.2581,13.4062,20.7962,6.0747,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,3.0000,3.3500,59.7360,4.1392,16.5494,10.0326,16.9898,3.6917,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,4.0000,4.0500,70.0401,4.1150,18.8404,5.9252,12.2291,0.8052,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,5.0000,6.6000,81.9581,4.4711,28.4377,2.0487,7.1929,-1.6276,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,6.0000,6.5000,87.0274,4.5962,27.0160,-0.8855,3.1788,-3.8524,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,7.0000,6.1000,88.3422,4.5165,22.6421,-1.7485,2.5030,-4.9039,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,8.0000,6.8000,82.2479,4.5801,24.8260,0.1824,5.1105,-3.4005,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.2500,73.4975,4.5294,17.1714,3.1835,9.2264,-1.7379,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,10.0000,3.8500,63.1374,4.4569,13.1137,6.3707,12.9817,-0.0450,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,11.0000,3.2000,54.4347,4.5076,14.4435,9.5880,16.5498,2.4450,-47.0000,-70.0000,718.0000,
estacion_virtual_13,Santa Cruz,Patagonia,VIRTUAL,12.0000,2.3500,50.5139,4.4746,12.1325,12.3391,19.3847,4.9031,-47.0000,-70.0000,718.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,1.0000,2.4000,40.5051,3.9730,8.2492,16.7211,24.0930,9.0360,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,2.0000,3.1000,44.3837,4.0064,15.2764,16.1287,23.5285,8.7143,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,3.0000,3.9500,52.7094,4.1392,19.5747,12.6205,19.6342,6.1926,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,4.0000,3.6500,63.4115,4.1150,18.9843,8.1544,14.6855,2.8839,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,5.0000,5.8500,76.8293,4.4711,25.7125,3.9478,9.5284,0.0077,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.9500,82.5854,4.5962,26.6030,0.8786,5.3821,-2.2098,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.6500,83.9755,4.5165,20.4950,0.0758,4.7924,-3.0622,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,8.0000,5.8500,76.8478,4.5801,22.7554,2.1799,7.7444,-1.7948,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.3500,67.6119,4.5294,17.2414,5.4764,11.8625,0.1045,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,10.0000,3.4000,56.4933,4.4569,11.7207,8.9462,15.7713,2.3236,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,11.0000,3.3000,47.4044,4.5076,13.1774,12.3861,19.4556,5.0609,-47.0000,-69.0000,564.0000,
estacion_virtual_14,Santa Cruz,Patagonia,VIRTUAL,12.0000,2.8500,42.8661,4.4746,17.0269,15.3211,22.4712,7.7252,-47.0000,-69.0000,564.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,1.0000,2.6500,38.8159,4.0784,9.3289,17.9554,25.3345,10.3151,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,2.0000,3.4500,43.2792,4.1339,16.0517,17.1843,24.5715,9.8325,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,3.0000,3.8000,50.7839,4.2359,23.5169,13.7584,20.7935,7.2916,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,4.0000,3.2000,61.0665,4.3750,20.3949,9.1885,15.8383,3.7493,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,5.0000,5.3000,74.5514,4.7795,25.3320,4.8960,10.6578,0.7090,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.5500,80.6487,4.8293,29.0224,1.7619,6.5889,-1.5291,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.1500,82.1306,4.7790,20.4396,0.9683,6.0008,-2.3534,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,8.0000,5.9000,74.2718,4.8014,22.2631,3.2103,9.1221,-1.1314,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.3500,65.0648,4.6587,17.6492,6.6013,13.1774,0.9402,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,10.0000,3.0500,54.0131,4.5506,12.1929,10.1552,17.1281,3.3895,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,11.0000,3.3500,45.2808,4.5726,14.0489,13.6208,20.7611,6.2626,-47.0000,-68.0000,100.0000,
estacion_virtual_15,Santa Cruz,Patagonia,VIRTUAL,12.0000,3.2500,41.0241,4.5309,21.3035,16.5476,23.7350,8.9305,-47.0000,-68.0000,100.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,1.0000,3.1000,46.3978,4.0784,11.8594,17.6833,23.4708,11.7896,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,2.0000,3.5500,51.8713,4.1339,37.1407,16.9077,22.6207,11.4231,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,3.0000,4.2000,57.1066,4.2359,29.5949,14.3335,19.7125,9.3316,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,4.0000,3.8500,65.4658,4.3750,19.6419,10.2956,15.4076,5.9371,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,5.0000,5.2000,76.8493,4.7795,28.0381,6.5614,10.9379,3.0907,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.6500,81.9043,4.8293,33.3833,3.6520,7.5154,0.7243,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.2000,83.1921,4.7790,25.2702,2.8590,6.8838,-0.1365,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,8.0000,5.5500,76.1289,4.8014,26.6015,4.5673,9.1907,0.8218,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.2000,68.5474,4.6587,17.8048,7.2910,12.3412,2.8064,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,10.0000,3.3000,59.1690,4.5506,13.3534,10.3785,15.8573,5.1475,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,11.0000,3.6500,51.2286,4.5726,15.3621,13.5265,19.1711,7.7875,-47.0000,-67.0000,125.0000,
estacion_virtual_16,Santa Cruz,Patagonia,VIRTUAL,12.0000,3.6500,47.8380,4.5309,16.6102,16.2375,21.8895,10.3463,-47.0000,-67.0000,125.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,1.0000,3.5500,49.6964,3.7096,11.9036,15.0693,22.4435,7.6733,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,2.0000,3.3500,51.4292,3.7888,17.7896,14.9925,22.4370,7.7285,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,3.0000,5.1500,59.2013,4.0456,22.6740,11.6781,18.6408,5.4355,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,4.0000,6.1500,69.1802,4.1729,26.1709,7.6268,13.9037,2.5688,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,5.0000,8.6500,80.4677,4.5856,37.6489,3.8245,9.1183,0.0038,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,6.0000,9.2000,85.5809,4.6268,40.5455,0.9558,5.2886,-2.0618,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,7.0000,7.2500,87.1475,4.6747,29.0722,0.0121,4.4744,-3.0565,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,8.0000,8.4500,81.5463,4.6830,32.1490,1.9110,7.0907,-1.8330,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.8500,73.2344,4.5876,20.0255,4.8073,10.8614,-0.2597,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,10.0000,5.1500,63.9716,4.5121,15.8109,7.8075,14.3760,1.5409,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,11.0000,4.0000,55.5684,4.3590,17.1228,10.9799,17.9302,3.9754,-46.0000,-70.0000,766.0000,
estacion_virtual_17,Santa Cruz,Patagonia,VIRTUAL,12.0000,3.7000,50.9865,4.2435,12.7680,13.7966,20.9338,6.5249,-46.0000,-70.0000,766.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,1.0000,1.6500,43.9376,3.7096,8.8337,16.7075,24.0535,9.1523,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,2.0000,2.9000,46.3684,3.7888,16.7808,16.3454,23.6891,9.0352,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,3.0000,3.8000,54.5272,4.0456,27.6924,12.8877,19.7628,6.5347,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,4.0000,3.7000,65.4299,4.1729,24.5298,8.4898,14.8244,3.2828,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,5.0000,5.7500,77.8164,4.5856,29.9940,4.4220,9.8294,0.4795,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,6.0000,5.4500,83.6308,4.6268,31.9347,1.4273,5.9394,-1.7582,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,7.0000,5.5500,85.1775,4.6747,22.4818,0.5035,5.1924,-2.7031,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,8.0000,5.9000,77.8782,4.6830,24.2391,2.6804,8.1161,-1.3697,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,9.0000,4.0500,69.0425,4.5876,17.5347,5.7961,12.0457,0.4153,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,10.0000,3.1500,58.9059,4.5121,11.6594,9.0638,15.7772,2.5486,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,11.0000,2.8000,50.1032,4.3590,13.3527,12.4436,19.4775,5.2405,-46.0000,-69.0000,369.0000,
estacion_virtual_18,Santa Cruz,Patagonia,VIRTUAL,12.0000,2.3500,45.6525,4.2435,13.7241,15.3514,22.5593,7.9012,-46.0000,-69.0000,369.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,1.0000,9.0000,73.1605,3.3664,45.9192,9.8230,15.7016,4.2625,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,2.0000,7.8500,72.8947,3.4103,44.8812,10.2299,16.3927,4.6136,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,3.0000,11.3500,77.6367,3.8274,56.4553,7.6802,13.2658,2.9754,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,4.0000,12.8500,83.5976,4.1071,68.3671,4.5895,9.2219,0.8826,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,5.0000,15.3500,89.3284,4.7238,91.8918,1.8912,5.4840,-0.9072,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,6.0000,15.3500,92.1585,4.6936,109.8555,-0.6736,2.0900,-3.1032,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,7.0000,13.9000,92.9967,4.6485,74.1373,-1.6340,1.3827,-4.3838,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,8.0000,13.8500,90.1100,4.6735,78.9380,-0.3489,2.9840,-3.1316,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,9.0000,10.1000,84.7241,4.5417,47.1474,1.8355,6.2902,-1.6371,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,10.0000,11.4500,79.7220,4.3619,59.2359,4.0409,9.2074,-0.4109,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,11.0000,11.0000,75.6402,4.0826,60.1905,6.3573,11.9954,1.1240,-45.0000,-71.0000,893.0000,
estacion_virtual_19,Chubut,Patagonia,VIRTUAL,12.0000,9.5500,73.5217,3.9038,45.9486,8.6302,14.3338,3.1853,-45.0000,-71.0000,893.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,1.0000,6.4500,55.5979,3.5978,25.5581,14.5352,22.0768,6.9368,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,2.0000,5.5500,55.8744,3.6277,27.3105,14.6653,22.3461,7.2032,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,3.0000,7.2500,63.4200,3.9802,34.9306,11.4031,18.5865,4.9966,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,4.0000,9.1500,72.6119,4.1543,43.5125,7.4459,13.8638,2.3246,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,5.0000,12.2000,82.6228,4.6909,59.7149,3.8478,9.2260,-0.0524,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,6.0000,13.0500,87.5834,4.6315,72.7315,1.0577,5.3724,-2.0073,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,7.0000,10.8000,89.1163,4.6629,48.6959,0.0808,4.4414,-3.0493,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,8.0000,10.9500,84.0347,4.7222,53.1485,1.9540,6.9557,-1.7653,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,9.0000,7.4500,77.7429,4.6372,30.7820,4.4847,10.4688,-0.5717,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,10.0000,7.8500,70.4299,4.5427,32.8747,7.2786,13.7532,1.1220,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,11.0000,6.9500,62.9064,4.3128,32.5087,10.2829,17.2783,3.2736,-45.0000,-70.0000,607.0000,
estacion_virtual_20,Chubut,Patagonia,VIRTUAL,12.0000,6.4000,57.2560,4.1596,24.7083,13.1808,20.4722,5.8008,-45.0000,-70.0000,607.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,1.0000,1.7500,45.7048,3.5476,10.0614,16.9674,24.3900,9.2971,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,2.0000,2.7500,46.7493,3.5750,17.6137,16.7989,24.2856,9.3109,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,3.0000,3.6000,54.7739,3.8980,29.6562,13.3323,20.4178,6.7677,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,4.0000,3.5500,65.1043,4.0900,26.3842,8.9673,15.4695,3.6363,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,5.0000,5.4500,76.8000,4.5791,31.8636,4.9471,10.5692,0.7597,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,6.0000,5.8500,82.1470,4.5869,35.3537,2.0362,6.7776,-1.4017,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,7.0000,5.4000,83.9850,4.6259,25.0942,1.0627,5.9918,-2.4239,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,8.0000,5.9500,77.2671,4.6468,28.1602,3.1975,8.7640,-1.0334,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,9.0000,4.0500,69.4777,4.4461,19.5340,6.0712,12.4299,0.5151,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,10.0000,3.0500,60.4629,4.4936,12.9548,9.2581,15.9791,2.6995,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,11.0000,2.8000,52.3137,4.2781,13.8133,12.5876,19.6873,5.3295,-45.0000,-69.0000,383.0000,
estacion_virtual_21,Chubut,Patagonia,VIRTUAL,12.0000,2.3000,47.2641,4.0681,13.2309,15.5680,22.8731,8.0375,-45.0000,-69.0000,383.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,1.0000,2.1500,48.6253,3.3840,9.3215,18.8949,23.6942,14.0302,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,2.0000,2.9500,53.0242,3.2737,21.1331,18.3856,23.0705,13.7784,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,3.0000,3.9000,56.9575,3.7744,27.9229,16.1407,20.5725,11.9936,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,4.0000,3.0500,64.0455,4.0272,24.6053,12.4080,16.5304,8.8683,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,5.0000,4.9500,72.9220,4.9029,33.7739,8.9153,12.6130,6.0243,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,6.0000,4.7500,77.1491,4.7013,34.5906,6.2536,9.5594,3.7532,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,7.0000,4.7500,77.8126,4.7062,22.7686,5.3974,8.8503,2.8091,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,8.0000,5.2000,72.7010,4.6625,25.8165,6.7682,10.6142,3.6634,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,9.0000,3.8500,67.4915,4.2893,16.5807,8.9154,13.2003,5.1260,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,10.0000,3.3000,59.7106,4.3238,12.0811,11.6902,16.2755,7.2874,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,11.0000,2.7000,53.1499,3.9644,12.7776,14.6641,19.4265,9.8957,-45.0000,-66.0000,0.0000,
estacion_virtual_22,Chubut,Patagonia,VIRTUAL,12.0000,2.8000,49.9858,3.7612,13.8599,17.3567,22.1003,12.4988,-45.0000,-66.0000,0.0000,
estacion_virtual_23,Chubut,Patagonia,VIRTUAL,1.0000,8.8000,76.2746,3.2613,57.6286,10.2443,16.1573,4.6312,-44.0000,-71.0000,782.0000,
estacion_virtual_23,Chubut,Patagonia,VIRTUAL,2.0000,7.1000,75.0693,3.2225,52.9805,10.6581,16.9963,4.9647,-44.0000,-71.0000,782.0000,
estacion_virtual_23,Chubut,Patagonia,VIRTUAL,3.0000,9.8000,78.3750,3.7854,65.3188,8.2795,14.1906,3.3432,-44.0000,-71.0000,782.0000,
