estacion,provincia,region,oaci,mes,frecuencia_dias_precipitacion_gt_1mm,humedad_relativa_porcentaje,nubosidad_octavos,precipitacion_mm,temperatura,temperatura_maxima_c,temperatura_minima_c,latitud,longitud,altura,nro
laboulaye_aero,CORDOBA,Pampeana,SAOL,1.0000,7.5000,69.9000,3.0000,130.0000,23.2000,30.4000,16.9000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,2.0000,6.1000,74.3000,3.0000,108.4000,21.8000,29.1000,15.9000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,3.0000,6.9000,76.3000,2.9000,128.6000,19.9000,27.3000,14.2000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,4.0000,6.1000,76.2000,3.5000,88.7000,16.1000,23.4000,10.8000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,5.0000,3.6000,78.4000,4.0000,39.0000,12.4000,19.4000,7.6000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,6.0000,1.9000,76.9000,3.9000,13.2000,9.1000,16.3000,4.0000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,7.0000,2.0000,72.9000,3.8000,13.5000,8.1000,15.7000,2.8000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,8.0000,2.0000,67.1000,3.3000,17.5000,10.2000,18.7000,3.9000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,9.0000,4.0000,64.8000,3.4000,48.4000,13.2000,21.3000,6.6000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,10.0000,7.8000,68.1000,3.7000,102.3000,16.6000,23.8000,10.5000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,11.0000,7.6000,64.5000,3.3000,106.0000,20.0000,27.3000,13.5000,-34.1167,-63.3667,137.0000,87534.0000
laboulaye_aero,CORDOBA,Pampeana,SAOL,12.0000,8.0000,64.5000,3.0000,137.4000,22.4000,29.9000,15.8000,-34.1167,-63.3667,137.0000,87534.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,1.0000,6.2000,69.3000,3.6000,98.3000,22.6000,29.7000,15.2000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,2.0000,6.1000,73.7000,3.5000,104.5000,21.4000,28.4000,14.7000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,3.0000,6.4000,77.4000,3.5000,118.8000,19.4000,26.2000,13.0000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,4.0000,6.6000,79.4000,3.7000,105.9000,15.4000,22.1000,9.7000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,5.0000,4.5000,82.1000,4.3000,61.4000,12.0000,18.1000,6.8000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,6.0000,4.1000,82.2000,4.3000,52.5000,9.0000,14.7000,4.1000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,7.0000,4.3000,81.8000,4.4000,49.9000,8.1000,13.9000,3.2000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,8.0000,4.2000,79.3000,4.1000,57.1000,10.2000,16.5000,4.8000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,9.0000,4.8000,77.5000,4.1000,65.4000,12.1000,18.4000,6.4000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,10.0000,7.0000,76.2000,4.2000,102.6000,15.4000,21.4000,9.4000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,11.0000,6.9000,72.1000,3.8000,92.7000,18.4000,25.0000,11.9000,-36.0333,-59.1333,36.0000,87563.0000
las_flores,BUENOS AIRES,Pampeana,SAEL,12.0000,6.1000,68.5000,3.5000,71.6000,21.2000,28.4000,14.1000,-36.0333,-59.1333,36.0000,87563.0000
las_lomitas,FORMOSA,NEA,SATK,1.0000,6.7000,67.9000,3.9000,130.3000,28.3000,35.5000,22.1000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,2.0000,7.0000,71.7000,3.9000,121.4000,27.0000,34.0000,21.5000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,3.0000,7.5000,74.1000,3.7000,156.4000,25.7000,32.7000,20.3000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,4.0000,6.4000,77.4000,4.1000,95.4000,22.7000,29.2000,17.8000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,5.0000,4.9000,80.0000,4.3000,65.4000,18.9000,25.2000,14.1000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,6.0000,3.1000,78.5000,4.5000,16.9000,17.2000,23.8000,12.5000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,7.0000,2.2000,70.8000,3.6000,15.6000,16.6000,24.2000,10.8000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,8.0000,1.4000,61.5000,3.0000,11.9000,19.3000,27.6000,12.6000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,9.0000,2.7000,59.2000,3.3000,26.3000,21.8000,29.9000,15.0000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,10.0000,5.6000,63.2000,3.8000,70.3000,24.9000,32.3000,18.6000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,11.0000,7.4000,66.0000,3.6000,128.0000,25.9000,33.2000,19.6000,-24.7000,-60.5833,130.0000,87078.0000
las_lomitas,FORMOSA,NEA,SATK,12.0000,6.9000,68.1000,3.8000,129.3000,27.6000,34.6000,21.3000,-24.7000,-60.5833,130.0000,87078.0000
malargue_aero,MENDOZA,Cuyo,SAMM,1.0000,3.0000,43.8000,2.6000,22.7000,20.6000,29.1000,11.6000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,2.0000,4.1000,50.3000,2.8000,32.4000,18.9000,27.2000,10.7000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,3.0000,3.2000,55.4000,2.9000,30.2000,16.4000,25.0000,8.9000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,4.0000,3.1000,60.6000,3.3000,30.4000,11.5000,20.0000,4.8000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,5.0000,3.8000,63.7000,4.0000,30.4000,7.4000,15.3000,1.5000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,6.0000,4.0000,61.9000,3.9000,33.5000,4.7000,12.5000,-1.0000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,7.0000,2.9000,59.8000,3.7000,24.4000,3.8000,11.8000,-2.3000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,8.0000,3.2000,53.7000,3.6000,26.9000,5.8000,14.2000,-1.1000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,9.0000,2.9000,49.2000,3.6000,17.4000,8.7000,17.0000,1.3000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,10.0000,2.9000,44.9000,3.6000,24.5000,12.5000,20.5000,4.4000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,11.0000,2.6000,40.9000,3.1000,25.9000,16.2000,24.4000,7.3000,-35.4667,-69.5833,1425.0000,87506.0000
malargue_aero,MENDOZA,Cuyo,SAMM,12.0000,2.8000,40.0000,2.7000,21.9000,19.2000,27.5000,10.0000,-35.4667,-69.5833,1425.0000,87506.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,1.0000,1.6000,44.1000,2.6000,13.8000,18.6000,26.7000,9.6000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,2.0000,2.1000,47.9000,2.6000,24.6000,17.5000,25.7000,9.1000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,3.0000,2.0000,53.4000,3.0000,18.3000,14.2000,22.3000,6.5000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,4.0000,2.9000,60.9000,3.3000,23.4000,8.9000,16.6000,2.4000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,5.0000,3.8000,68.8000,3.8000,22.7000,4.8000,11.3000,-0.6000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,6.0000,5.0000,72.4000,4.0000,25.8000,1.8000,7.1000,-2.8000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,7.0000,5.4000,71.0000,3.7000,35.4400,0.6000,6.2000,-4.4000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,8.0000,2.0000,66.4000,3.7000,8.9000,2.8000,9.6000,-2.8000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,9.0000,2.4000,59.0000,3.4000,14.0000,5.7000,13.1000,-1.0000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,10.0000,3.1000,54.1000,3.6000,22.9000,9.6000,16.9000,2.3000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,11.0000,2.8600,48.9000,3.4000,19.9200,13.3000,20.8000,5.5000,-41.2333,-68.7000,888.0000,87774.0000
maquinchao,RIO NEGRO,Patagonia,SAVQ,12.0000,1.4000,46.5000,3.0000,10.1000,16.6000,24.4000,7.9000,-41.2333,-68.7000,888.0000,87774.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,1.0000,6.6000,73.9000,3.7000,91.1000,20.3000,26.4000,14.5000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,2.0000,6.6000,77.2000,3.7000,103.6000,19.7000,25.5000,14.3000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,3.0000,7.0000,79.5000,3.8000,95.2000,18.1000,23.8000,12.9000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,4.0000,7.4000,79.9000,4.1000,97.3000,14.6000,20.4000,9.5000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,5.0000,5.7000,82.0000,4.5000,60.0000,11.4000,16.9000,6.7000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,6.0000,5.9000,81.6000,4.6000,66.1000,8.5000,13.8000,4.0000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,7.0000,6.4000,81.8000,4.7000,57.8000,7.5000,12.6000,3.2000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,8.0000,5.8000,79.5000,4.5000,63.6000,9.0000,14.7000,4.2000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,9.0000,5.7000,78.6000,4.4000,63.1000,10.4000,15.9000,5.5000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,10.0000,7.2000,77.7000,4.5000,83.1000,13.2000,18.6000,8.1000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,11.0000,7.7000,75.4000,4.0000,80.3000,15.9000,21.7000,10.3000,-37.9167,-57.5667,21.0000,87692.0000
mar_del_plata_aero,BUENOS AIRES,Pampeana,SAZM,12.0000,6.4000,72.7000,3.7000,84.8000,18.8000,25.2000,12.8000,-37.9167,-57.5667,21.0000,87692.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,1.0000,6.2000,75.4000,3.1000,114.4000,23.5000,30.4000,17.2000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,2.0000,6.4000,79.3000,3.2000,118.9000,22.1000,28.9000,16.2000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,3.0000,6.5000,78.1000,3.1000,109.7000,20.6000,27.9000,14.7000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,4.0000,6.8000,78.2000,3.6000,107.3000,17.2000,24.4000,11.7000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,5.0000,3.5000,80.5000,3.9000,37.0000,13.5000,20.4000,8.3000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,6.0000,2.3000,80.3000,4.0000,18.8000,10.3000,17.3000,4.9000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,7.0000,1.8000,76.8000,3.6000,12.5000,9.2000,16.8000,3.5000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,8.0000,2.3000,71.4000,3.2000,21.6000,11.3000,19.7000,4.8000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,9.0000,3.9000,68.9000,3.4000,42.2000,14.2000,22.3000,7.2000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,10.0000,6.7000,69.9000,3.7000,102.3000,17.8000,25.1000,11.2000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,11.0000,7.3000,66.8000,3.3000,109.3000,20.9000,28.1000,14.0000,-32.6667,-62.1500,114.0000,87467.0000
marcos_juarez_aero,CORDOBA,Pampeana,SAOM,12.0000,7.7000,69.6000,3.2000,148.6000,22.9000,30.0000,16.1000,-32.6667,-62.1500,114.0000,87467.0000
mendoza_aero,MENDOZA,Cuyo,SAME,1.0000,4.5000,48.4000,3.3000,47.2000,25.9000,32.8000,19.3000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,2.0000,4.0000,53.8000,3.3000,40.8000,24.1000,31.0000,17.8000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,3.0000,3.4000,59.7000,3.2000,31.6000,21.5000,28.1000,15.7000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,4.0000,2.4000,64.6000,3.2000,18.5000,16.5000,23.3000,10.8000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,5.0000,2.0000,69.1000,3.7000,11.0000,12.1000,18.7000,6.8000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,6.0000,1.0000,66.9000,3.2000,5.7000,8.7000,15.9000,2.9000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,7.0000,1.3000,62.1000,3.0000,5.0000,7.9000,15.3000,2.0000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,8.0000,1.3000,53.2000,2.7000,7.9000,10.8000,18.6000,4.3000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,9.0000,2.1000,48.3000,3.0000,12.3000,14.5000,21.8000,7.8000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,10.0000,2.0000,45.3000,3.0000,11.2000,18.7000,25.7000,11.9000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,11.0000,3.0000,43.5000,2.9000,22.1000,22.3000,29.2000,15.4000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_aero,MENDOZA,Cuyo,SAME,12.0000,3.2000,43.8000,2.9000,24.7000,25.1000,32.0000,18.1000,-32.8333,-68.7833,704.0000,87418.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,1.0000,4.9000,54.3000,3.2000,39.6000,24.4000,30.7000,18.3000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,2.0000,4.8000,59.7000,3.2000,44.3000,22.6000,29.2000,16.9000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,3.0000,4.3000,64.1000,3.2000,35.7000,20.2000,26.5000,15.0000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,4.0000,3.0000,66.7000,3.2000,23.3000,15.5000,22.0000,10.9000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,5.0000,2.8000,70.4000,3.7000,14.8000,11.4000,18.0000,7.2000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,6.0000,1.7000,67.6000,3.2000,8.1000,8.2000,15.3000,3.9000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,7.0000,1.6000,63.5000,3.0000,8.3000,7.4000,14.7000,2.9000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,8.0000,1.9000,56.4000,2.7000,10.1000,10.1000,17.6000,4.9000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,9.0000,2.8000,53.9000,3.0000,14.6000,13.5000,20.5000,7.7000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,10.0000,2.4000,52.2000,3.0000,13.9000,17.4000,24.0000,11.2000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,11.0000,3.4000,51.3000,2.9000,26.5000,20.8000,27.3000,14.4000,-32.8833,-68.8667,827.0000,87420.0000
mendoza_observatorio,MENDOZA,Cuyo,SAMK,12.0000,3.8000,51.5000,2.8000,27.8000,23.5000,30.0000,17.1000,-32.8833,-68.8667,827.0000,87420.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,1.0000,7.4000,68.4000,3.3000,157.4000,26.2000,32.4000,20.6000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,2.0000,6.9000,72.5000,3.4000,140.6000,25.1000,31.2000,20.0000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,3.0000,7.1000,74.6000,3.2000,136.8000,23.3000,29.6000,18.3000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,4.0000,7.6000,78.0000,3.5000,197.2000,19.9000,25.8000,15.3000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,5.0000,6.8000,81.1000,3.9000,114.7000,16.2000,21.7000,12.0000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,6.0000,5.2000,81.5000,4.2000,82.3000,13.9000,19.3000,9.8000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,7.0000,4.5000,78.3000,3.9000,61.7000,13.1000,18.9000,8.8000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,8.0000,4.2000,73.7000,3.5000,64.5000,15.1000,21.7000,10.1000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,9.0000,6.2000,72.5000,3.8000,91.9000,17.0000,23.1000,11.9000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,10.0000,8.4000,73.0000,3.9000,157.6000,20.0000,25.8000,14.9000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,11.0000,6.7000,68.1000,3.2000,149.1000,22.6000,28.7000,16.8000,-30.2500,-57.6333,54.0000,87393.0000
monte_caseros_aero,CORRIENTES,NEA,SARM,12.0000,7.8000,67.5000,3.3000,167.3000,24.9000,31.1000,19.1000,-30.2500,-57.6333,54.0000,87393.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,1.0000,1.8000,38.1000,2.3000,13.5000,24.1000,32.1000,15.9000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,2.0000,1.9000,45.4000,2.4000,12.6000,22.4000,30.6000,14.4000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,3.0000,1.6000,53.6000,2.7000,14.8000,19.1000,27.4000,11.8000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,4.0000,2.7000,63.0000,3.4000,21.9000,13.7000,21.8000,7.2000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,5.0000,4.0000,70.2000,4.2000,26.4000,9.5000,16.6000,4.0000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,6.0000,3.5000,70.9000,4.5000,17.6000,6.8000,13.3000,1.7000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,7.0000,2.8000,68.0000,4.2000,17.9000,6.0000,13.1000,0.5000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,8.0000,1.9000,58.8000,4.1000,9.6000,8.3000,16.1000,2.0000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,9.0000,2.6000,51.1000,3.7000,16.5000,11.7000,19.3000,4.8000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,10.0000,2.9000,46.5000,3.7000,32.9000,15.5000,22.9000,8.4000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,11.0000,2.2000,39.9000,3.3000,17.7000,19.5000,27.1000,11.9000,-38.9500,-68.1333,271.0000,87715.0000
neuquen_aero,NEUQUEN,Patagonia,SAZN,12.0000,1.8000,37.2000,2.8000,10.3000,22.6000,30.3000,14.6000,-38.9500,-68.1333,271.0000,87715.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,1.0000,7.2000,65.0000,3.2000,121.9000,23.3000,30.5000,16.8000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,2.0000,6.0000,69.9000,3.2000,103.4000,22.1000,29.1000,16.1000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,3.0000,7.2000,72.8000,3.2000,139.4000,19.8000,27.0000,14.2000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,4.0000,6.9000,75.6000,3.5000,118.0000,15.9000,22.8000,10.9000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,5.0000,4.8000,78.9000,4.0000,67.4000,12.5000,18.9000,8.0000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,6.0000,3.7000,78.3000,4.2000,38.5000,9.4000,15.4000,5.1000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,7.0000,3.8000,76.6000,4.1000,37.8000,8.5000,14.6000,4.2000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,8.0000,3.2000,71.0000,3.7000,39.9000,10.6000,17.5000,5.5000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,9.0000,5.1000,67.6000,3.6000,63.7000,13.1000,19.7000,7.5000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,10.0000,8.3000,69.8000,3.8000,114.6000,16.2000,22.5000,10.4000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,11.0000,7.4000,64.9000,3.5000,99.6000,19.4000,26.5000,13.1000,-35.4333,-60.8667,76.0000,87550.0000
nueve_de_julio,BUENOS AIRES,Pampeana,SAZX,12.0000,7.5000,62.6000,3.2000,109.2000,22.3000,29.5000,15.4000,-35.4333,-60.8667,76.0000,87550.0000
obera,MISIONES,NEA,SATO,3.0000,7.5800,81.3000,3.4000,164.9000,23.3000,30.2000,18.5000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,4.0000,8.5000,82.4000,3.3000,215.2000,20.7000,27.1000,15.9000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,5.0000,8.7000,84.6000,3.8000,143.4000,16.9000,23.0000,12.7000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,6.0000,8.0000,83.6000,3.9000,153.3000,15.7000,21.5000,11.5000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,9.0000,9.5000,76.4000,3.7000,157.7000,18.8000,25.3000,13.4000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,10.0000,9.2800,77.4000,4.0000,181.0600,21.1000,27.9000,16.1000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,11.0000,8.5000,74.7000,3.3000,184.0000,22.9000,29.7000,17.1000,-27.4833,-55.1167,303.0000,87187.0000
obera,MISIONES,NEA,SATO,12.0000,8.3800,75.9000,3.5000,181.6200,24.7000,31.6000,19.3000,-27.4833,-55.1167,303.0000,87187.0000
olavarria_aero,BUENOS AIRES,Pampeana,SAZF,1.0000,7.1000,65.9000,3.7000,111.8000,21.7000,29.0000,14.1000,-36.8833,-60.2167,166.0000,87643.0000
olavarria_aero,BUENOS AIRES,Pampeana,SAZF,2.0000,6.0000,71.3000,3.7000,98.2000,20.3000,27.5000,13.5000,-36.8833,-60.2167,166.0000,87643.0000
